Reference ID,Country,Validation Date,Amount,Currency,Rating,Type,Maturity
XZT4022,SOUTH KOREA,01/02/2019,3671000,USD,A,2,01/08/2023
XZT4023,UNITED STATES OF AMERICA,01/03/2019,9801000,USD,BBB,1,01/02/2039
XZT4024,RUSSIA,01/04/2019,7953000,CHF,A,1,01/06/2047
XZT4025,POLAND,01/02/2019,8927000,USD,BB,3,01/03/2033
XZT4026,MEXICO,01/02/2019,46000,USD,AAA,2,10/31/2042
XZT4027,SOUTH AFRICA,01/03/2019,1720000,CHF,A,1,01/04/2048
XZT4028,AUSTRALIA,01/02/2019,3854000,USD,AA,3,01/09/2020
XZT4029,EGYPT,01/02/2019,8808000,USD,BBB,3,01/08/2035
XZT4030,CANADA,01/01/2019,4340000,USD,AA,1,07/01/2046
XZT4031,MEXICO,01/04/2019,4869000,USD,BB,3,01/07/2045
XZT4032,AUSTRALIA,01/03/2019,8438000,USD,B,3,01/02/2043
XZT4033,NORWAY,01/02/2019,240000,USD,AAA,1,01/09/2032
XZT4034,SOUTH KOREA,01/04/2019,9423000,EUR,BB,3,01/05/2039
XZT4035,UNITED KINGDOM,01/02/2019,4941000,USD,AAA,2,01/03/2045
XZT4036,UNITED STATES OF AMERICA,01/03/2019,3287000,GBP,A,1,01/02/2028
XZT4037,JAPAN,01/04/2019,1144000,USD,BBB,2,01/03/2030
XZT4038,POLAND,01/01/2019,8199000,USD,B,3,01/02/2029
XZT4039,AUSTRALIA,01/04/2019,5023000,EUR,A,3,01/04/2019
XZT4040,JAPAN,01/03/2019,3483000,GBP,BBB,3,01/10/2037
XZT4041,AUSTRALIA,01/03/2019,9530000,USD,AAA,1,01/04/2020
XZT4042,CANADA,01/04/2019,6709000,USD,A,2,01/09/2038
XZT4043,UNITED STATES OF AMERICA,01/01/2019,5123000,USD,BBB,2,01/12/2021
XZT4044,POLAND,01/01/2019,5894000,USD,AA,1,01/01/2022
XZT4045,GERMANY,01/02/2019,9147000,USD,AA,1,01/10/2041
XZT4046,UNITED STATES OF AMERICA,01/03/2019,8702000,EUR,AA,2,06/01/2042
XZT4047,CHINA,01/03/2019,7369000,EUR,AA,2,01/01/2028
XZT4048,UNITED KINGDOM,01/02/2019,7452000,USD,A,3,01/09/2034
XZT4049,UNITED KINGDOM,01/04/2019,1900000,USD,AA,2,01/04/2044
XZT4050,SOUTH KOREA,01/02/2019,3966000,USD,BBB,2,01/10/2039
XZT4051,POLAND,01/01/2019,8716000,Swiss Franc,AAA,3,01/01/2042
XZT4052,SOUTH KOREA,01/02/2019,3619000,USD,AA,1,01/04/2033
XZT4053,UNITED STATES OF AMERICA,01/01/2019,3619000,USD,AA,3,01/09/2044
XZT4054,GERMANY,01/01/2019,2394000,USD,BB,2,01/01/2023
XZT4055,POLAND,01/03/2019,7409000,CHF,B,1,01/03/2043
XZT4056,RUSSIA,01/02/2019,7684000,EUR,AA,1,01/09/2025
XZT4057,AUSTRALIA,01/03/2019,6944000,EUR,BB,2,01/02/2023
XZT4058,EGYPT,01/02/2019,9520000,EUR,AAA,1,01/09/2034
XZT4059,GERMANY,01/01/2019,5642000,USD,BBB,3,01/06/2027
XZT4060,UNITED STATES OF AMERICA,01/01/2019,1513000,USD,B,1,01/02/2043
XZT4061,SOUTH KOREA,01/04/2019,4320000,USD,AA,1,01/02/2033
XZT4062,BELGIUM,01/01/2019,6813000,USD,BBB,3,01/11/2039
XZT4063,GERMANY,01/03/2019,4540000,GBP,BBB,1,01/06/2032
XZT4064,MEXICO,01/03/2019,919000,USD,A,2,01/02/2028
XZT4065,UNITED STATES OF AMERICA,01/03/2019,4657000,USD,A,2,01/04/2048
XZT4066,EGYPT,01/04/2019,7632000,USD,BB,3,01/02/2026
XZT4067,UNITED STATES OF AMERICA,01/04/2019,2321000,USD,CCC,1,01/05/2029
XZT4068,SOUTH KOREA,01/02/2019,2550000,USD,AAA,1,01/09/2035
XZT4069,EGYPT,01/04/2019,1294000,USD,A,3,01/02/2039
XZT4070,SOUTH KOREA,01/03/2019,7895000,USD,AA,3,01/12/2023
XZT4071,EGYPT,01/02/2019,1094000,USD,BBB,2,01/11/2046
XZT4072,BRAZIL,01/04/2019,8842000,USD,BB,2,01/04/2035
XZT4073,DENMARK,01/04/2019,9593000,USD,BBB,2,01/02/2032
XZT4074,UNITED STATES OF AMERICA ,01/01/2019,8108000,EUR,A,1,01/04/2034
XZT4075,UNITED STATES OF AMERICA,01/04/2019,56000,USD,B,3,01/02/2034
XZT4076,UNITED STATES OF AMERICA,01/02/2019,356000,USD,AA,1,05/01/2040
XZT4077,AUSTRIA,01/02/2019,8072000,USD,A,2,01/11/2041
XZT4078,MEXICO,01/02/2019,2067000,USD,BB,1,01/09/2037
XZT4079,UNITED STATES OF AMERICA,01/01/2019,8696000,EUR,AAA,3,01/03/2034
XZT4080,MEXICO,01/03/2019,4317000,GBP,CCC,1,01/05/2025
XZT4081,GERMANY,01/04/2019,4221000,USD,AA,2,01/05/2029
XZT4082,UNITED STATES OF AMERICA,01/02/2019,5804000,USD,A,2,01/03/2034
XZT4083,SWITZERLAND,01/01/2019,8761000,USD,AA,3,01/11/2023
XZT4084,BELGIUM,01/04/2019,6298000,USD,AA,2,01/12/2040
XZT4085,SOUTH KOREA,01/01/2019,6457000,USD,CCC,1,06/01/2020
XZT4086,UNITED STATES OF AMERICA,01/01/2019,3801000,USD,AA,1,01/03/2038
XZT4087,AUSTRALIA,01/04/2019,9578000,USD,A,1,01/09/2022
XZT4088,AUSTRALIA,01/03/2019,2090000,USD,BBB,1,01/01/2035
XZT4089,GERMANY,01/01/2019,9098000,AUD,BB,2,30/11/2047
XZT4090,EGYPT,01/04/2019,6904000,CHF,BBB,1,01/01/2038
XZT4091,UNITED STATES OF AMERICA,01/04/2019,1616000,CHF,AA,3,01/04/2040
XZT4092,UNITED KINGDOM,01/03/2019,8540000,USD,AAA,3,30/04/2034
XZT4093,MEXICO,01/02/2019,3919000,USD,B,1,04/01/2043
XZT4094,SOUTH KOREA,01/02/2019,2632000,USD,A,3,01/11/2028
XZT4095,SOUTH AFRICA,01/03/2019,1656000,USD,BBB,1,01/03/2044
XZT4096,AUSTRALIA,01/04/2019,5452000,USD,CCC,3,01/09/2019
XZT4097,EGYPT,01/04/2019,7492000,USD,CCC,2,01/01/2037
XZT4098,RUSSIA,01/01/2019,346000,EUR,AA,1,01/03/2035
XZT4099,UNITED STATES OF AMERICA,01/03/2019,2288000,EUR,B,1,03/01/2044
XZT4100,RUSSIA,01/04/2019,115000,USD,B,2,01/01/2049
XZT4101,CANADA,01/03/2019,3597000,EUR,A,3,01/04/2034
XZT4102,BRAZIL,01/04/2019,3252000,EUR,AA,3,01/09/2027
XZT4103,UNITED STATES OF AMERICA,01/02/2019,2773000,USD,AAA,1,01/08/2020
XZT4104,RUSSIA,01/01/2019,689000,USD,BB,2,01/08/2027
XZT4105,UNITED KINGDOM,01/04/2019,3793000,GBP,AAA,3,01/05/2040
XZT4106,UNITED STATES OF AMERICA,01/01/2019,799000,AUD,A,1,01/02/2024
XZT4107,UNITED STATES OF AMERICA,01/02/2019,5457000,GBP,AAA,3,01/01/2024
XZT4108,EGYPT,01/03/2019,9822000,USD,BB,2,01/02/2025
XZT4109,UNITED STATES OF AMERICA,01/02/2019,7381000,USD,AA,3,01/01/2046
XZT4110,EGYPT,01/01/2019,2346000,USD,AA,2,01/01/2043
XZT4111,EGYPT,01/02/2019,4266000,USD,B,1,01/03/2044
XZT4112,JAPAN,01/04/2019,2796000,USD,BB,3,01/01/2025
XZT4113,UNITED STATES OF AMERICA,01/02/2019,6777000,EUR,A,1,01/09/2044
XZT4114,UNITED STATES OF AMERICA,01/02/2019,7858000,USD,AAA,2,01/06/2026
XZT4115,GERMANY,01/02/2019,6681000,GBP,CCC,3,01/07/2029
XZT4116,POLAND,01/02/2019,6734000,USD,BBB,3,01/11/2039
XZT4117,GERMANY,01/03/2019,3219000,USD,A,2,01/04/2034
XZT4118,SOUTH KOREA,01/02/2019,3509000,USD,BB,1,01/11/2021
XZT4119,SWITZERLAND,01/03/2019,7901000,USD,A,3,08/01/2030
XZT4120,GERMANY,01/02/2019,9388000,EUR,A,3,01/01/2038
XZT4121,UNITED STATES OF AMERICA,01/02/2019,5190000,USD,AA,3,01/07/2044
XZT4122,UNITED KINGDOM,01/03/2019,8074000,USD,AA,1,01/04/2026
XZT4123,AUSTRALIA,01/02/2019,9608000,EUR,AA,1,01/05/2025
XZT4124,UNITED STATES OF AMERICA,01/04/2019,244000,USD,AA,2,01/02/2042
XZT4125,CANADA,01/02/2019,8232000,USD,A,3,01/02/2027
XZT4126,BRAZIL,01/02/2019,8154000,USD,A,3,01/05/2023
XZT4127,EGYPT,01/04/2019,9168000,USD,A,3,01/06/2021
XZT4128,MEXICO,01/02/2019,2048000,USD,CCC,2,10/01/2034
XZT4129,AUSTRALIA,01/02/2019,1437000,Swiss Franc,AA,1,01/03/2021
XZT4130,MEXICO,01/04/2019,1959000,AUD,BB,2,01/06/2043
XZT4131,CANADA,01/04/2019,1998000,USD,A,1,01/09/2025
XZT4132,FRANCE,01/01/2019,2041000,GBP,BB,2,01/08/2022
XZT4133,SOUTH KOREA,01/04/2019,6825000,USD,A,3,01/12/2031
XZT4134,SOUTH KOREA,01/04/2019,8841000,USD,BBB,3,01/05/2021
XZT4135,UNITED KINGDOM,01/02/2019,6508000,USD,BB,1,01/05/2045
XZT4136,GERMANY,01/04/2019,3134000,USD,BB,2,01/02/2034
XZT4137,SOUTH AFRICA,01/03/2019,1088000,EUR,AAA,2,01/08/2024
XZT4138,SWITZERLAND,01/01/2019,2194000,USD,A,1,06/01/2048
XZT4139,UNITED STATES OF AMERICA,01/03/2019,9709000,GBP,BB,2,01/04/2029
XZT4140,BELGIUM,01/01/2019,2284000,USD,AAA,2,01/09/2022
XZT4141,SOUTH KOREA,01/03/2019,6442000,AUD,CCC,2,01/05/2041
XZT4142,UNITED STATES OF AMERICA,01/02/2019,5752000,USD,A,3,01/07/2041
XZT4143,EGYPT,01/02/2019,7363000,USD,AA,2,01/12/2034
XZT4144,CANADA,01/03/2019,7371000,GBP,AAA,1,01/08/2043
XZT4145,UNITED KINGDOM,01/03/2019,8730000,USD,B,2,30/04/2035
XZT4146,UNITED KINGDOM,01/02/2019,1560000,USD,BBB,2,01/06/2032
XZT4147,GERMANY,01/03/2019,2407000,USD,AA,3,01/02/2024
XZT4148,AUSTRIA,01/04/2019,4697000,USD,A,1,10/01/2037
XZT4149,BRAZIL,01/04/2019,4268000,USD,A,2,01/08/2041
XZT4150,BRAZIL,01/04/2019,472000,USD,AA,1,01/07/2033
XZT4151,AUSTRALIA,01/03/2019,9766000,USD,A,1,01/01/2034
XZT4152,GERMANY,01/04/2019,7374000,USD,AAA,1,02/28/2031
XZT4153,EGYPT,01/03/2019,5234000,USD,BB,1,31/03/2047
XZT4154,EGYPT,01/02/2019,3635000,USD,AA,1,01/04/2033
XZT4155,POLAND,01/04/2019,485000,USD,AA,1,01/01/2029
XZT4156,JAPAN,01/03/2019,1497000,EUR,BBB,3,01/03/2031
XZT4157,POLAND,01/02/2019,6409000,GBP,AA,2,01/09/2038
XZT4158,UNITED STATES OF AMERICA,01/02/2019,4940000,USD,BBB,2,01/03/2037
XZT4159,POLAND,01/02/2019,8733000,USD,AAA,1,01/09/2021
XZT4160,CANADA,01/03/2019,1996000,USD,AA,2,01/01/2028
XZT4161,AUSTRALIA,01/03/2019,8622000,CHF,A,2,01/07/2029
XZT4162,BRAZIL,01/02/2019,1608000,USD,A,2,01/03/2042
XZT4163,GERMANY,01/04/2019,7080000,GBP,A,3,01/05/2032
XZT4164,AUSTRALIA,01/02/2019,6947000,EUR,A,2,04/01/2019
XZT4165,POLAND,01/02/2019,2779000,NZD,AAA,1,01/09/2028
XZT4166,POLAND ,01/01/2019,3346000,USD,AAA,2,01/12/2048
XZT4167,SWEDEN,01/04/2019,2352000,USD,AA,3,01/03/2028
XZT4168,SOUTH KOREA,01/04/2019,2599000,USD,AA,3,01/08/2031
XZT4169,URUGUAY,01/02/2019,1596000,USD,AA,2,01/03/2027
XZT4170,SWITZERLAND,01/03/2019,6163000,USD,AA,2,01/07/2036
XZT4171,BELGIUM,01/01/2019,199000,USD,BB,3,01/08/2034
XZT4172,UNITED STATES OF AMERICA,01/03/2019,346000,EUR,AA,2,12/01/2036
XZT4173,SOUTH KOREA,01/02/2019,8263000,USD,BBB,3,01/02/2027
XZT4174,UNITED KINGDOM,01/01/2019,523000,USD,A,2,01/09/2032
XZT4175,SOUTH KOREA,01/04/2019,6583000,USD,A,3,01/06/2045
XZT4176,UNITED STATES OF AMERICA,01/03/2019,7610000,USD,A,1,01/11/2028
XZT4177,AUSTRALIA,01/04/2019,5484000,GBP,A,3,01/01/2028
XZT4178,JAPAN,01/02/2019,6488000,USD,BB,2,01/08/2023
XZT4179,UNITED STATES OF AMERICA,01/04/2019,7115000,USD,BBB,3,01/02/2045
XZT4180,UNITED STATES OF AMERICA,01/02/2019,7556000,USD,AAA,1,01/02/2035
XZT4181,EGYPT,01/02/2019,1861000,USD,CCC,2,01/04/2028
XZT4182,SOUTH KOREA,01/04/2019,2131000,USD,BB,1,01/09/2026
XZT4183,AUSTRALIA,01/04/2019,9733000,EUR,AA,1,01/07/2030
XZT4184,AUSTRALIA,01/03/2019,5436000,EUR,BBB,3,31/05/2040
XZT4185,RUSSIA,01/03/2019,1160000,USD,AA,1,31/08/2034
XZT4186,SWITZERLAND,01/02/2019,94000,EUR,BBB,3,01/11/2043
XZT4187,AUSTRALIA,01/01/2019,8038000,USD,AA,1,01/11/2025
XZT4188,SOUTH KOREA,01/01/2019,8507000,USD,A,2,01/04/2038
XZT4189,UNITED STATES OF AMERICA,01/02/2019,1703000,USD,AAA,3,31/12/2047
XZT4190,SWITZERLAND,01/02/2019,5762000,USD,A,2,01/10/2034
XZT4191,CANADA,01/02/2019,4531000,USD,AA,2,01/12/2033
XZT4192,UNITED STATES OF AMERICA,01/02/2019,8373000,USD,BB,3,01/05/2039
XZT4193,AUSTRALIA,01/02/2019,9000000,USD,BB,2,01/01/2029
XZT4194,RUSSIA,01/03/2019,9577000,USD,AA,3,01/11/2032
XZT4195,EGYPT,01/01/2019,1696000,USD,A,3,11/30/2023
XZT4196,AUSTRALIA,01/03/2019,6509000,USD,AAA,2,30/09/2048
XZT4197,SWITZERLAND,01/04/2019,3033000,CHF,A,2,01/02/2042
XZT4198,SPAIN,01/01/2019,5469000,USD,B,2,01/02/2033
XZT4199,SOUTH KOREA,01/03/2019,3776000,USD,AA,3,11/01/2036
XZT4200,UNITED STATES OF AMERICA,01/01/2019,8315000,CHF,BB,3,01/07/2042
XZT4201,SOUTH KOREA,01/03/2019,8996000,USD,AA,3,01/11/2040
XZT4202,MEXICO,01/01/2019,3602000,USD,B,2,01/08/2044
XZT4203,AUSTRALIA,01/02/2019,7255000,EUR,AA,3,01/10/2033
XZT4204,POLAND,01/03/2019,4663662,EUR,B,2,01/02/2046
XZT4205,UNITED STATES OF AMERICA,01/03/2019,7884000,USD,BBB,1,10/01/2023
XZT4206,UNITED STATES OF AMERICA,01/02/2019,9575000,USD,BB,2,01/10/2028
XZT4207,UNITED STATES OF AMERICA,01/03/2019,2288000,GBP,B,3,01/09/2042
XZT4208,POLAND ,01/01/2019,5003000,USD,A,1,01/10/2031
XZT4209,MEXICO,01/04/2019,2716000,USD,AA,3,01/11/2027
XZT4210,RUSSIA,01/03/2019,5316000,USD,BB,3,01/12/2027
XZT4211,UNITED STATES OF AMERICA,01/02/2019,6886000,USD,A,1,04/01/2025
XZT4212,AUSTRALIA,01/02/2019,5075000,CAD,BBB,1,01/01/2045
XZT4213,MEXICO,01/01/2019,9527000,USD,AAA,2,01/01/2031
XZT4214,UNITED KINGDOM,01/03/2019,6159000,USD,AA,1,01/02/2025
XZT4215,POLAND,01/03/2019,2585000,USD,BB,2,01/05/2047
XZT4216,AUSTRIA,01/04/2019,9073000,USD,AA,3,01/03/2048
XZT4217,SOUTH KOREA,01/04/2019,2121000,USD,AA,2,01/07/2022
XZT4218,UNITED STATES OF AMERICA,01/02/2019,337000,USD,AA,1,01/11/2041
XZT4219,SOUTH KOREA,01/04/2019,854000,EUR,BB,1,01/12/2024
XZT4220,EGYPT,01/04/2019,3305000,USD,CCC,3,01/09/2026
XZT4244,CANADA,01/03/2019,9951000,USD,A,1,01/06/2040
XZT4222,SWITZERLAND,01/03/2019,7880000,USD,BB,2,01/08/2046
XZT4223,UNITED STATES OF AMERICA,01/03/2019,1224000,EUR,BBB,3,01/01/2034
XZT4224,EGYPT,01/01/2019,4990000,CHF,AA,2,01/09/2028
XZT4225,EGYPT,01/04/2019,3865000,USD,BBB,1,01/07/2023
XZT4226,POLAND,01/03/2019,8155000,USD,AA,2,01/11/2029
XZT4227,AUSTRALIA,01/04/2019,1757000,GBP,BB,1,01/09/2046
XZT4228,BRAZIL,01/03/2019,7925000,USD,AAA,3,01/10/2048
XZT4229,BRAZIL,01/02/2019,3458000,EUR,A,3,01/12/2032
XZT4253,EGYPT,01/02/2019,2204000,USD,A,2,01/07/2020
XZT4231,GERMANY,01/02/2019,437000,GBP,AAA,2,01/12/2026
XZT4232,SOUTH KOREA,01/03/2019,6049000,USD,AA,1,01/03/2027
XZT4233,POLAND,01/02/2019,4936000,USD,AA,2,01/01/2022
XZT4234,AUSTRALIA,01/02/2019,3322000,USD,A,3,01/03/2046
XZT4235,UNITED KINGDOM,01/04/2019,2075000,USD,BB,1,01/03/2029
XZT4236,AUSTRALIA,01/04/2019,3485000,USD,AA,3,01/02/2032
XZT4237,POLAND,01/01/2019,9426000,USD,AA,3,01/04/2020
XZT4238,UNITED STATES OF AMERICA,01/02/2019,1602000,USD,BBB,1,09/01/2021
XZT4239,UNITED STATES OF AMERICA ,01/03/2019,3182000,USD,AAA,2,03/01/2028
XZT4240,POLAND,01/03/2019,7751000,USD,AA,1,01/02/2036
XZT4241,EGYPT,01/03/2019,5570000,USD,AA,1,01/07/2042
XZT4242,POLAND,01/01/2019,2524000,,AA,3,01/09/2034
XZT4243,AUSTRALIA,01/01/2019,5442000,USD,AA,1,31/03/2042
XZT4244,BRAZIL,01/02/2019,6610000,USD,A,1,01/08/2037
XZT4245,UNITED STATES OF AMERICA,01/02/2019,4068000,USD,B,1,01/02/2025
XZT4246,SOUTH KOREA,01/02/2019,4635000,USD,BBB,1,31/07/2035
XZT4247,AUSTRALIA,01/02/2019,6120000,USD,AA,3,01/07/2046
XZT4248,UNITED STATES OF AMERICA,01/02/2019,7418000,USD,AA,2,01/04/2046
XZT4249,MEXICO,01/03/2019,511000,GBP,B,1,01/11/2035
XZT4250,RUSSIA,01/03/2019,8903000,EUR,A,1,01/11/2032
XZT4251,SOUTH AFRICA,01/01/2019,1914000,USD,AA,1,01/06/2033
XZT4252,SOUTH KOREA,01/01/2019,2384000,USD,AA,2,01/02/2030
XZT4253,CHINA,01/02/2019,1644000,USD,AA,2,02/01/2021
XZT4254,GERMANY,01/02/2019,2979000,EUR,AA,1,01/12/2038
XZT4255,SOUTH KOREA,01/02/2019,1211000,USD,A,1,01/11/2044
XZT4256,CANADA,01/04/2019,1310000,EUR,AA,1,01/11/2042
XZT4257,SOUTH KOREA,01/03/2019,981000,EUR,BB,1,01/01/2046
XZT4258,AUSTRALIA,01/04/2019,6926000,USD,AA,2,01/03/2032
XZT4259,SWITZERLAND,01/03/2019,6535000,AUD,AA,2,01/03/2027
XZT4260,SOUTH KOREA,01/03/2019,8319000,USD,AA,1,01/12/2031
XZT4261,GERMANY,01/02/2019,6848000,USD,A,2,09/01/2019
XZT4262,SOUTH KOREA,01/02/2019,6992000,GBP,AAA,3,01/05/2030
XZT4263,AUSTRIA,01/01/2019,7767000,GBP,BBB,2,08/01/2036
XZT4264,UNITED STATES OF AMERICA,01/02/2019,7497000,GBP,A,3,01/04/2038
XZT4265,BRAZIL,01/02/2019,1074000,USD,CCC,1,31/05/2040
XZT4266,URUGUAY,01/01/2019,8718000,CHF,AAA,3,01/03/2044
XZT4267,CHINA,01/04/2019,9805000,GBP,B,3,01/09/2042
XZT4268,CHINA,01/03/2019,3150000,GBP,BB,3,01/01/2033
XZT4269,POLAND,01/04/2019,1548000,EUR,AA,2,01/04/2024
XZT4270,SOUTH AFRICA,01/03/2019,1973000,USD,BBB,3,01/07/2041
XZT4271,UNITED STATES OF AMERICA,01/02/2019,5742000,USD,AA,3,01/11/2028
XZT4272,SOUTH KOREA,01/03/2019,5765000,USD,A,1,01/09/2025
XZT4273,BELGIUM,01/03/2019,7903000,USD,AAA,2,01/09/2039
XZT4274,UNITED STATES OF AMERICA,01/02/2019,4670000,USD,BBB,1,01/02/2034
XZT4275,SWITZERLAND,01/02/2019,8845000,EUR,CCC,1,10/01/2032
XZT4276,GERMANY,01/03/2019,3108000,USD,A,2,01/12/2043
XZT4277,UNITED STATES OF AMERICA,01/04/2019,11000,EUR,AA,2,01/01/2038
XZT4278,BRAZIL,01/02/2019,7683000,CHF,A,1,01/04/2048
XZT4279,BELGIUM,01/02/2019,6791000,EUR,AA,3,01/10/2044
XZT4280,AUSTRALIA,01/02/2019,8268000,EUR,B,3,01/02/2027
XZT4281,UNITED KINGDOM,01/03/2019,4904000,CHF,AA,3,01/08/2043
XZT4282,AUSTRALIA,01/02/2019,6639000,GBP,BB,1,01/11/2043
XZT4283,UNITED KINGDOM,01/02/2019,5523000,USD,BBB,2,01/03/2046
XZT4284,POLAND,01/01/2019,8796000,EUR,A,2,01/11/2030
XZT4285,POLAND,01/02/2019,498000,CHF,A,3,01/07/2047
XZT4286,UNITED STATES OF AMERICA,01/02/2019,9301000,USD,AA,,01/11/2036
XZT4287,UNITED KINGDOM,01/02/2019,2575000,EUR,BB,1,01/10/2021
XZT4288,AUSTRALIA,01/02/2019,6425000,GBP,A,2,01/06/2026
XZT4289,AUSTRALIA,01/02/2019,2533000,AUD,AAA,3,01/01/2039
XZT4290,UNITED STATES OF AMERICA,01/03/2019,8791000,EUR,AAA,2,01/02/2034
XZT4291,SOUTH KOREA,01/01/2019,6317000,CHF,AA,1,31/08/2027
XZT4292,GERMANY,01/02/2019,9383000,USD,A,1,01/08/2036
XZT4293,SOUTH KOREA,01/02/2019,9043000,AUD,B,3,06/01/2030
XZT4294,BRAZIL,01/04/2019,7253000,GBP,A,1,01/03/2029
XZT4295,SOUTH KOREA,01/04/2019,3005000,GBP,AA,3,01/12/2022
XZT4296,SOUTH KOREA,01/04/2019,7771000,USD,AA,1,01/08/2044
XZT4297,AUSTRALIA,01/01/2019,925000,USD,A,2,01/11/2033
XZT4298,UNITED STATES OF AMERICA,01/03/2019,931000,USD,BB,1,01/01/2028
XZT4299,AUSTRALIA,01/03/2019,2287000,Swiss Franc,AAA,3,01/10/2041
XZT4300,UNITED STATES OF AMERICA,01/04/2019,1038000,USD,BBB,3,01/02/2042
XZT4301,AUSTRALIA,01/02/2019,2617000,USD,AA,2,01/10/2048
XZT4302,SOUTH KOREA,01/03/2019,6688000,USD,AAA,2,01/09/2031
XZT4303,CANADA,01/01/2019,2004000,GBP,BBB,1,01/04/2023
XZT4304,CHINA,01/02/2019,7358000,USD,BBB,2,01/01/2048
XZT4305,UNITED STATES OF AMERICA,01/01/2019,7125000,EUR,BBB,2,01/01/2038
XZT4306,UNITED STATES OF AMERICA,01/04/2019,1125000,USD,BBB,2,01/04/2036
XZT4307,CANADA,01/02/2019,3703000,USD,B,1,01/04/2037
XZT4308,RUSSIA,01/04/2019,388000,USD,B,1,01/01/2048
XZT4309,JAPAN,01/02/2019,7611000,USD,AA,2,01/10/2019
XZT4310,JAPAN,01/04/2019,2120000,USD,B,1,08/01/2044
XZT4311,UNITED KINGDOM,01/02/2019,3821000,EUR,AA,2,01/06/2029
XZT4312,SWITZERLAND,01/03/2019,2899000,AUD,CCC,2,01/01/2039
XZT4313,SOUTH AFRICA,01/01/2019,6581000,CHF,AAA,1,01/10/2042
XZT4314,AUSTRALIA,01/01/2019,3400000,USD,BB,3,01/09/2037
XZT4315,NORWAY,01/04/2019,8858000,USD,B,3,10/01/2044
XZT4316,AUSTRALIA,01/04/2019,1763000,EUR,AA,3,01/07/2023
XZT4317,URUGUAY,01/02/2019,6766000,EUR,BB,1,01/05/2024
XZT4318,AUSTRALIA,01/02/2019,3120000,USD,A,3,01/10/2020
XZT4319,EGYPT,01/02/2019,7969000,GBP,BB,3,01/04/2020
XZT4320,CANADA,01/01/2019,8334000,USD,BBB,2,01/11/2032
XZT4321,SOUTH KOREA,01/03/2019,1382000,EUR,BB,2,01/05/2036
XZT4322,GERMANY,01/01/2019,7678000,USD,BBB,1,01/05/2023
XZT4323,UNITED STATES OF AMERICA,01/04/2019,7511000,USD,AAA,3,01/01/2035
XZT4324,EGYPT,01/04/2019,900000,EUR,AA,1,01/10/2045
XZT4325,POLAND ,01/01/2019,1497000,EUR,AAA,2,01/09/2037
XZT4326,UNITED KINGDOM,01/02/2019,1730000,USD,A,2,01/08/2024
XZT4327,AUSTRALIA,01/03/2019,121000,USD,A,3,01/06/2022
XZT4328,SWITZERLAND,01/01/2019,114000,USD,AA,1,01/02/2038
XZT4329,POLAND,01/01/2019,3317000,USD,AA,2,04/01/2028
XZT4330,UNITED STATES OF AMERICA,01/04/2019,5080000,USD,CCC,3,30/04/2041
XZT4331,EGYPT,01/01/2019,4549000,USD,AA,2,01/10/2025
XZT4332,UNITED STATES OF AMERICA,01/04/2019,4236000,USD,A,,01/06/2036
XZT4333,AUSTRALIA,01/03/2019,5908000,USD,AA,3,01/05/2021
XZT4334,UNITED STATES OF AMERICA,01/02/2019,6226000,GBP,BB,2,01/03/2038
XZT4335,BELGIUM,01/02/2019,9321000,USD,AA,1,01/11/2022
XZT4336,RUSSIA,01/02/2019,4841000,USD,AA,2,03/01/2038
XZT4337,UNITED KINGDOM,01/03/2019,1492000,USD,AA,1,01/03/2027
XZT4338,UNITED STATES OF AMERICA,01/01/2019,5179000,GBP,B,3,01/02/2041
XZT4339,UNITED STATES OF AMERICA,01/04/2019,1507000,USD,AA,2,05/01/2046
XZT4340,SOUTH KOREA,01/04/2019,9938000,GBP,A,1,01/06/2041
XZT4341,DENMARK,01/03/2019,8658000,USD,BB,2,01/04/2043
XZT4342,AUSTRALIA,01/03/2019,4162000,USD,A,3,31/01/2034
XZT4343,UNITED STATES OF AMERICA,01/03/2019,6678000,AUD,A,2,01/07/2025
XZT4344,SPAIN,01/03/2019,844000,USD,AAA,3,08/01/2048
XZT4345,DENMARK,01/04/2019,7064000,USD,BB,3,01/09/2035
XZT4346,AUSTRALIA,01/03/2019,2194000,USD,BB,3,01/07/2034
XZT4347,EGYPT,01/02/2019,4137000,CHF,BB,2,01/12/2032
XZT4348,BRAZIL,01/02/2019,2302000,USD,AA,3,01/06/2042
XZT4349,SOUTH KOREA,01/04/2019,1180000,AUD,A,2,01/03/2037
XZT4350,SPAIN,01/02/2019,7522000,EUR,AA,1,01/09/2029
XZT4351,POLAND,01/03/2019,9969000,CHF,AA,2,01/04/2033
XZT4352,EGYPT,01/03/2019,9698000,USD,BB,1,01/11/2029
XZT4353,EGYPT,01/04/2019,3670000,USD,BBB,1,01/05/2036
XZT4354,EGYPT,01/03/2019,8833000,USD,A,3,01/05/2025
XZT4355,BRAZIL,01/01/2019,2240000,GBP,AAA,1,01/04/2036
XZT4356,BRAZIL,01/02/2019,4665000,USD,B,3,01/07/2025
XZT4357,EGYPT,01/02/2019,651000,Swiss Franc,AA,1,01/09/2045
XZT4358,EGYPT,01/04/2019,7777000,USD,A,3,01/04/2022
XZT4359,SWITZERLAND,01/01/2019,2966000,USD,BB,2,01/12/2034
XZT4360,POLAND,01/03/2019,3019000,CAD,A,3,01/10/2045
